Label,Text,Standard text,Desc
Ability,Reflection,Reflection,"Reflection is about reviewing, analysing and evaluating experiences. It involves thinking about your experience, and taking learning points away from it. When reflecting on work experience, try to consider the role that you were observing."
Ability,Building relationships,Relationship building,Relationship building
Ability,Relationship Building,Relationship building,Relationship Building
Ability,Relationship building,Relationship building,Relationship building
Ability,Relationship Building Skills,Relationship building,Relationship Building
Ability,Relationship management,Relationship building,Relationship Building
Ability,Relationship-building,Relationship building,"Relationship-building skills are essential for getting along with coworkers, contributing to a team and building an understanding between yourself and others."
Ability,Relationship-building skills,Relationship building,Relationship building
Ability,Strong relationship building skills,Relationship building,Relationship building
Ability,Relentless positivity,Relentless positivity,Relentless positivity
Ability,Ability,Reliability,"Reliability is to complete tasks on time, every time with the same high quality of work. Showing up on time, taking charge in moments of crisis, and respecting deadlines "
Ability,Reliability,Reliability,"Reliability is to complete tasks on time, every time with the same high quality of work. Showing up on time, taking charge in moments of crisis, and respecting deadlines "
Ability,Resilience,Resilience,"Resilience is the ability to tackle stress, a competitive job market, workplace conflicts, and address challenges on the job. "
Ability,Resilience and stress management skills,Resilience," ""Resilience is the ability to tackle stress"
Ability,Resilience to frustration,Resilience," ""Resilience is the ability to tackle stress"
Ability,Ability to be reliable and responsible,Responsibility,Responsibility
Ability,Ability to be responsible,Responsibility,Responsibility
Ability,Ability to be responsible and meet deadlines,Responsibility,Responsibility
Ability,Ability to be responsible and trustworthy,Responsibility,Responsibility
Ability,Ability to drive trucks safely and responsibly,Responsibility,Responsibility
Ability,Ability to follow instructions and fulfill job responsibilities,Responsibility,Responsibility
Ability,Ability to follow schedules and fulfill job responsibilities,Responsibility,Responsibility
Ability,Ability to manage and organize tasks and responsibilities,Responsibility,Responsibility
Ability,Ability to prioritize tasks and handle multiple responsibilities,Responsibility,Responsibility
Ability,Ability to work in a high responsibility environment,Responsibility,Responsibility
Ability,Be responsible and punctual,Responsibility,Responsibility
Ability,Coordination with managers,Responsibility,Responsibility
Ability,High degree of responsibility,Responsibility,Responsibility
Ability,High level of responsibility,Responsibility,Responsibility
Ability,High responsability level,Responsibility,Responsibility
Ability,Honesty and responsibility,Responsibility,Responsibility
Ability,Infrastructure Manager,Responsibility,Responsibility
Ability,Knowledge of safety and responsibility in transportation,Responsibility,Responsibility
Ability,Leadership ability and responsibility,Responsibility,Responsibility
Ability,Organization and registration of response sheets,Responsibility,Responsibility
Ability,Positioning as a socially responsible company,Responsibility,Responsibility
Ability,Punctuality and responsibility,Responsibility,Responsibility
Ability,Responsability and compromise,Responsibility,Responsibility
Ability,Responsability and compromise,Responsibility,Responsibility
Ability,Responsibility and punctuality,Responsibility,Responsibility
Ability,Responsibility for paying payroll-related taxes,Responsibility,Responsibility
Ability,Responsibility in decision making,Responsibility,Responsibility
Ability,"Responsible and competent in problem solving, team building, planning and decision making.",Responsibility,Responsibility
Ability,Responsible driving,Responsibility,Responsibility
Ability,Responsible driving of the assigned vehicle,Responsibility,Responsibility
Ability,Responsible for securing packaging material for production programs,Responsibility,Responsibility
Ability,Responsible for the introduction of new programs,Responsibility,Responsibility
Ability,Sense of responsibility,Responsibility,Responsibility
Ability,Sense of urgency and responsibility,Responsibility,Responsibility
Ability,Skill in organization and responsibility,Responsibility,Responsibility
Ability,Ability to drive safely and responsibly,Responsible driving,Responsible driving
Ability,Self-motivated and able to positively motivate others,Self-motivation,Self-motivation
Ability,Self-motivation,Self-motivation,Self-motivation
Ability,Self-motivation abilities,Self-motivation,Self-motivation
Ability,Self-taught,Self-taught,Self-taught
Ability,Sensory-processing,Sensory-processing,"Sensory processing is the ability to respond to incoming sensory information. We learn and grow through our senses, which include touch, sight, sound, smell, taste, proprioception, and vestibular sensations."
Ability,Spatial,Spatial,Is the ability to be aware of your relationships with the environment around you (exteroceptive processes) and with yourself (interoceptive processes).
Ability,Technical leadership,Technical leadership,Technical leadership
Ability,Technology thought leadership,Technical leadership,Technical leadership
Ability,Technical prowess,Technical prowess,Technical prowess
Ability,Technical visioning,Technical visioning,Technical visioning
Ability,Ability to be efficient and effective in time management,Time management,Time management
Ability,Ability to handle multiple tasks using highly efficient time management skills,Time management,Time management
Ability,Organization and time management,Time management,Time management
Ability,Organization and time management skills,Time management,Time management
Ability,Skill in organization and time management,Time management,Time management
Ability,Skill in organization and time management,Time management,Time management
Ability,Time management,Time management,Time management is the ability to plan your time effectively. This allows you to efficiently and productively complete the activities and tasks you need to in the appropriate amount of time. 
Ability,Time management and ability to meet deadlines,Time management,Time management
Ability,Time management and organizational skills,Time management,Time management
Ability,Time management skills,Time management,Time management
Ability,Trust,Trust,Trust
Ability,Value creation,Value creation,Value creation
Ability,Value creation mindset,Value creation,Value creation
Ability,Ethics and values,Values,Ethics and values
Ability,Vision,Vision,Vision
Ability,Volunteering and giving mindset,Volunteering and giving mindset,Volunteering and giving mindset
Ability,Curiosity and willingness to learn,Willingness to learn,Willingness to learn
Knowledge,.NET,.NET,.NET
Knowledge,.NET programming skills,.NET,.NET programming skills
Knowledge,3D modeling,3D modeling,3D modeling
Knowledge,A/B testing,A/B testing,A/B testing
Knowledge,ABB Information Services Enterprise Architecture,ABB Information Services Enterprise Architecture,ABB Information Services Enterprise Architecture
Knowledge,Account Management,Account Management,"Manage, maintain and grow the sales and relationships with a specific customer or set of accounts. This includes in-depth customer engagement, relationship-building and provision of quality solutions and service to address customers' needs efficiently and generate revenue"
Knowledge,Account management and troubleshooting,Account management,Account management
Knowledge,Account management experience,Account management,Account management
Knowledge,Account management experience for at least 5 years,Account management,Account management
Knowledge,Accounting,Accounting,Accounting
Knowledge,Ability to advise on the acquisition of insurance,Acquisitions,Acquisitions
Knowledge,Discounts on acquisition of automotive units and services,Acquisitions,Acquisitions
Knowledge,Discounts on acquisition of spare parts and automotive service units,Acquisitions,Acquisitions
Knowledge,Experience in procurement of materials and components,Acquisitions,Acquisitions
Knowledge,"Design tools proficiency (Adobe Creative Suite, Sketch, Figma)",Adobe Creative Suite,"Design tools proficiency (Adobe Creative Suite, Sketch, Figma)"
Knowledge,Adobe SC Suite,Adobe SC Suite,Adobe SC Suite
Knowledge,"Definition of promotional campaigns, advertising contests and events",Advertising contests and events,"Definition of promotional campaigns, advertising contests and events"
Knowledge,Agency image manager,Agency image manager,Agency image manager
Knowledge,Agency management,Agency management,Agency management
Knowledge,Agile coaching,Agile coaching,"Formulate and implement Agile coaching frameworks, processes and standards to foster Agile mindset and practices within the organisation and develop Agile teams"
Knowledge,Agile development,Agile development,Agile development
Knowledge,Agile development methodology,Agile development,Agile development methodology
Knowledge,Agile framework,Agile framework,Agile framework
Knowledge,Agile methodologies,Agile methodologies,Agile methodologies
Knowledge,Agile methodology,Agile methodologies,Agile methodology
Knowledge,Agile software development,Agile methodologies,"Plan and implement Agile methodology and the use of adaptive and iterative methods and techniques in the software development lifecycle to account for continuous evolution, development, and deployment to enable seamless delivery of the application to the end user"
Knowledge,Experience in Agile practices,Agile methodologies,Experience in Agile practices
Knowledge,Agile engineering practices,Agile practices,Agile practices
Knowledge,Agile practices,Agile practices,Agile practices
Knowledge,AI Ethics and Governance,AI Ethics and Governance,"Establish and drive Artificial Intelligence Ethics and Governance frameworks to ensure compliance, manage risks and commercial benefits in product design"
Knowledge,AI and cloud technology,AI technology,AI technology
Knowledge,AI technology,AI technology,AI technology
Knowledge,"Containers (Docker, Rancher, AKS, EKS)",AKS,"Containers (Docker, Rancher, AKS, EKS)"
Knowledge,AMD modules,AMD modules,AMD modules
Knowledge,Analyzing and translating business requirements,Analysis of business requirements,Analyzing and translating business requirements
Knowledge,Analytics,Analytics,Analytics
Knowledge,Talent analytics knowledge,Analytics knowledge,Talent analytics knowledge
Knowledge,Android app development,Android app development,Android app development
Knowledge,Android Studio,Android Studio,Android Studio
Knowledge,Angular,Angular,Angular
Knowledge,Angular knowledge,Angular,Angular
Knowledge,Angular programming skills,Angular,Angular programming skills
Knowledge,AngularJS,Angular,AngularJS
Knowledge,Ansible,Ansible,Ansible
Knowledge,Anti-malware,Anti-malware,Anti-malware
Knowledge,Application integration,API,"Integrate data or functions from one application program with that of another application program - involves development of an integration plan, programming and the identification and utilisation of appropriate middleware to optimise the connectivity and performance of disparate applications across target environments"
Knowledge,API design,API design,API design
Knowledge,API-driven solutions,API-driven solutions,API-driven solutions
Knowledge,Secure application design,Application design,Secure application design
Knowledge,"Application servers (GlassFish, Nginx, Kong)",Application servers,"Application servers (GlassFish, Nginx, Kong)"
Knowledge,API development,Applications development,Applications development
